city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	extracted_location_name	extracted_latitude	extracted_longitude
Midland	United States	There are reports of toilets flushing, people seen sitting in seats after hours, strange noises, and a man with a beard and overalls has been reported.	Midland Cinemas	Michigan	MI	-84.23322859999999	43.6568712	-84.2472116	43.6155825	Midland County	31.86917	-102.03162
Midland	United States	There is a lot of activity at the Midland Cemetery! the constant feeling of being followed, including hearing footsteps; screams coming from the back section, several voices that sounds like a group of friends chit-chatting coming from the south-west (front-right) section; sudden cold-spots galore; bird-like noises at 11-12midnight (when birds just don't sing); balloons floating crazily about when there is no wind at all; One investigator claims to have recorded a very clear evp of two voices calling their name and asking for help; orbs-a-plenty in the military section.	Midland Cemetery	Michigan	MI	-84.25684869999999	43.62581580000001	-84.2472116	43.6155825	Midland County	31.86917	-102.03162
Midland	United States	Back in the 1980s a man killed his whole family a son, a daughter, a wife, and a 1 year old infant. He made his 14 year old son starve to death in the basement while he was chained to the wall and floor. He killed his wife by five hits of a hammer to the head. He then wrapped her in a white bed sheet and left her in the attic to rot. He then killed his daughter and 1-year-old infant and shoved them into the 1st floor bathroom walls. People who go there the second or third time end up seeing things like a baby skull in the wall of the bathroom, and chains in the dark end of the basement. Some people who have gone and made it back have had close encounters with accidents on the way home from the house.	Wheeler Rd-Meijer Hill	Michigan	MI			-84.2472116	43.6155825			
Midland	United States	At night while driving East on Wheeler Rd near Meyer Hill, it's been reported that you can see car lights coming toward you, then they will instantly vanish. There are no roads or driveways to turn into on this stretch and no cars were ever found in the ditch after the lights disappeared. This happened three times in one night to a group of 4 people in one car and two in another.	Wheeler Rd near Meyer Hill Haunting	Michigan	MI			-84.2472116	43.6155825			
Milan	United States	"This asylum was supposedly shut down because the inmates were killed for no apparent reason. The types of haunting that the teenagers that enter the asylum for thrills are orbs of lights cold spots naked figures running sounds( moaning, inanimate object being dropped on the ground.) Lights flickering on and off fresh fingerprints on the inside of the lock up cell windows and "" inmate looking ou7t of the 2nd and 3rd floor windows. - November Update: Has Been torn down"	Asylum on Willis and Platt Roads	Michigan	MI			-83.6824384	42.0853204			
Milan	United States	there is said to be a little boy that roams the halls and a teacher follows him the little boy is said to be a boy named Josh, who died in the library by suffocation no one knows how he got suffocated though	Milan High School	Michigan	MI	-83.70284749999999	42.0785187	-83.6824384	42.0853204	Milan	45.46427	9.18951
Milan	United States	Legends have it that on Milan Oakvill Rd. In 1910 a young women about 23 got in a car accident and died when her and her newly wed husband were driving and went off the road and killed her and her husband well legends say it you go out there and shut your car off where they crashed you will hear the screeching of the tires and when you least expect it and driving down the road you can see her walking aside the road in her wedding	Milan Oakvill Rd.	Michigan	MI	-83.62685549999999	42.0841868	-83.6824384	42.0853204	Milan	45.46427	9.18951
Millington	United States	There are also rumors about it being haunted by a little boy.	Antique mall	Michigan	MI	-83.5296099	43.2800192	-83.5296774	43.2814132	Millington	35.34147	-89.89731
Millington	United States	"It used to be a butcher shop. When no one else is in the store, employees claim stuff has flown off the shelves and they have had felt someone breathing on the back of they're neck when they're stocking shelves. They have even seen people walking around, and then when they go to see if they need help...they are gone. No one goes in the basement, at least not alone anyway. It has strange ""vibes"" and its just creepy."	Fairway Discount Store	Michigan	MI	-83.5296403	43.28051929999999	-83.5296774	43.2814132	Fairway Discount Store	43.28051929999999	-83.5296403
Millington	United States	In the Millington hills, you leave by running because something is after you. Even during the day, a lot of the hills and lands of Millington hills has bad vibes.	Millington Hills	Michigan	MI	-83.4915575	43.2185681	-83.5296774	43.2814132	Millington	35.34147	-89.89731
Monroe	United States	This has been removed - NO TRESPASSING – you will get ticketed or arrested by Police.	Old Paper Mill	Michigan	MI			-83.3977101	41.9164343	Monroe County	43.16512	-77.63626
Montague	United States	The oldest Cemetery in the area. Orbs and other figures have turned out in pictures.	Mouth Cemetery	Michigan	MI	-86.4232388	43.3848517	-86.357013	43.4166772	Mouth Cemetery	43.3848517	-86.4232388
Mount Clemens	United States	on video orb to multiple orbs crossing past in front of the camera.	CHE COSA coffee house	Michigan	MI	-82.86566049999999	42.5851851	-82.8779754	42.5972563	Mount Clemens	42.59726	-82.87798
Mount Clemens	United States	There are plenty of spirits in this place. This is to include the old man caretaker to gentleman Jack Jacobie and many more.	The Crocker House Museum.	Michigan	MI	-82.8820073	42.5987361	-82.8779754	42.5972563	Mount Clemens	42.59726	-82.87798
Mount Morris	United States	During the 1980's and through the 1990's many bodies were dumped in this junk yard. Most of them were do to professional killings. Since this place was once a hot spot to dump bodies it has become very much haunted. There have been reports of screams coming from the junkyard during the night. Also many police reports have been done on the sighting of people standing by the road. When the motorist would stop to help these people they would be gone. One wild report states that the motorist believed he hit a person but no damage was found on the car. This Junk Yard has and is becoming a smoking hot spot for ghosts and Hauntings. The owner of the yard now makes sure the place is always closed before dark and there has been a for sale sign in front of this yard for more than three years going. No one wants to buy the property. - June 2008 Update/Correction: The pervious owner reports there were never any bodies found in the junkyard, but, another previous owner was murdered by his wife's boyfriend. The murder has been featured on court TV. The new owner does claim that there is some paranormal activity in the office where he was murdered at(doors slamming and odd noises). She says she just tells him to take a seat and nothing happens after that. It is private property so there is absolutely NO TRESPASSING. There is a heavy police presence in the area. If you call or visit during business hours she is more than willing to share her stories and she seemed open to have an investigation as long as you clear it with her.	Auto City Junk Yard	Michigan	MI	-83.6948994	43.1110513	-83.6949583	43.1186374	Mount Morris	43.11864	-83.69496
